"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,6,13,1145,"1115",30,1301,1230,31,"MQ",3718,"N534MQ","EWR","ORD",114,719,11,15,"2013-06-13T15:00:00Z"
2013,9,30,2105,"2106",-1,2329,2354,-25,"UA",475,"N477UA","EWR","IAH",175,1400,21,6,"2013-10-01T01:00:00Z"
2013,11,26,758,"805",-7,934,945,-11,"MQ",3531,"N857MQ","LGA","RDU",80,431,8,5,"2013-11-26T13:00:00Z"
2013,11,3,1313,"1315",-2,1502,1506,-4,"US",802,"N103US","EWR","CLT",86,529,13,15,"2013-11-03T18:00:00Z"
2013,2,9,NA,"2125",NA,NA,2235,NA,"UA",1066,NA,"EWR","BOS",NA,200,21,25,"2013-02-10T02:00:00Z"
2013,1,21,1354,"1359",-5,1646,1656,-10,"UA",424,"N592UA","EWR","PBI",153,1023,13,59,"2013-01-21T18:00:00Z"
2013,9,19,1928,"1700",148,2122,1839,163,"UA",689,"N849UA","LGA","ORD",107,733,17,0,"2013-09-19T21:00:00Z"
2013,9,15,705,"710",-5,1008,1025,-17,"AA",1345,"N338AA","JFK","MIA",144,1089,7,10,"2013-09-15T11:00:00Z"
2013,8,13,655,"700",-5,1049,1006,43,"DL",2003,"N914DL","LGA","MIA",155,1096,7,0,"2013-08-13T11:00:00Z"
2013,12,24,1244,"1250",-6,1342,1350,-8,"AA",178,"N3APAA","JFK","BOS",37,187,12,50,"2013-12-24T17:00:00Z"
2013,4,3,1622,"1629",-7,1930,1939,-9,"AA",565,"N3JAAA","JFK","DFW",206,1391,16,29,"2013-04-03T20:00:00Z"
2013,4,10,825,"815",10,1149,1119,30,"B6",181,"N547JB","JFK","SAN",358,2446,8,15,"2013-04-10T12:00:00Z"
2013,4,15,816,"820",-4,921,930,-9,"EV",4515,"N14570","EWR","MHT",36,209,8,20,"2013-04-15T12:00:00Z"
2013,4,29,919,"925",-6,1030,1047,-17,"B6",108,"N526JB","JFK","BUF",50,301,9,25,"2013-04-29T13:00:00Z"
2013,1,2,827,"835",-8,1059,1105,-6,"MQ",4610,"N0EGMQ","LGA","ATL",124,762,8,35,"2013-01-02T13:00:00Z"
2013,5,13,709,"710",-1,822,840,-18,"WN",1171,"N238WN","EWR","BNA",113,748,7,10,"2013-05-13T11:00:00Z"
2013,8,24,727,"730",-3,1003,1031,-28,"DL",1771,"N707TW","JFK","SEA",315,2422,7,30,"2013-08-24T11:00:00Z"
2013,5,13,1032,"1030",2,1342,1336,6,"UA",1425,"N37462","EWR","RSW",168,1068,10,30,"2013-05-13T14:00:00Z"
2013,3,1,1229,"1235",-6,1404,1415,-11,"MQ",4404,"N853MQ","JFK","RDU",77,427,12,35,"2013-03-01T17:00:00Z"
2013,4,30,1625,"1603",22,1728,1716,12,"EV",4299,"N14116","EWR","DCA",38,199,16,3,"2013-04-30T20:00:00Z"
2013,7,19,1519,"1520",-1,1750,1754,-4,"UA",697,"N559UA","EWR","IAH",186,1400,15,20,"2013-07-19T19:00:00Z"
2013,5,29,1451,"1455",-4,1740,1753,-13,"UA",572,"N453UA","LGA","IAH",207,1416,14,55,"2013-05-29T18:00:00Z"
2013,4,1,825,"830",-5,1119,1134,-15,"B6",901,"N516JB","JFK","FLL",156,1069,8,30,"2013-04-01T12:00:00Z"
2013,6,23,625,"629",-4,745,802,-17,"EV",4390,"N18102","EWR","CLE",59,404,6,29,"2013-06-23T10:00:00Z"
2013,6,16,1519,"1520",-1,1831,1812,19,"UA",1618,"N16701","EWR","TPA",175,997,15,20,"2013-06-16T19:00:00Z"
2013,5,24,1751,"1715",36,2035,2000,35,"WN",717,"N734SA","EWR","HOU",202,1411,17,15,"2013-05-24T21:00:00Z"
2013,7,1,2014,"1959",15,2136,2137,-1,"DL",975,"N998DL","LGA","PIT",55,335,19,59,"2013-07-01T23:00:00Z"
2013,2,9,1523,"1529",-6,1724,1737,-13,"EV",4369,"N11194","EWR","CVG",91,569,15,29,"2013-02-09T20:00:00Z"
2013,7,18,911,"840",31,1134,1132,2,"UA",443,"N560UA","JFK","LAX",284,2475,8,40,"2013-07-18T12:00:00Z"
2013,3,10,1301,"1051",130,1406,1214,112,"EV",4221,"N16911","EWR","BUF",50,282,10,51,"2013-03-10T14:00:00Z"
2013,4,16,NA,"1500",NA,NA,1645,NA,"AA",341,"N539AA","LGA","ORD",NA,733,15,0,"2013-04-16T19:00:00Z"
2013,10,31,616,"620",-4,743,740,3,"WN",423,"N8305E","LGA","MDW",121,725,6,20,"2013-10-31T10:00:00Z"
2013,10,14,1515,"1507",8,1746,1738,8,"EV",4377,"N16976","EWR","JAX",116,820,15,7,"2013-10-14T19:00:00Z"
2013,5,30,1733,"1730",3,2004,2017,-13,"UA",1109,"N34131","EWR","MCO",124,937,17,30,"2013-05-30T21:00:00Z"
2013,3,31,1735,"1740",-5,2027,2044,-17,"DL",1629,"N3773D","JFK","LAS",323,2248,17,40,"2013-03-31T21:00:00Z"
2013,6,27,1742,"1716",26,1916,1848,28,"B6",408,"N249JB","JFK","PWM",50,273,17,16,"2013-06-27T21:00:00Z"
2013,5,3,2153,"2159",-6,2324,2344,-20,"B6",1109,"N238JB","JFK","RDU",68,427,21,59,"2013-05-04T01:00:00Z"
2013,2,18,1509,"1522",-13,1711,1727,-16,"EV",3259,"N14125","EWR","GRR",99,605,15,22,"2013-02-18T20:00:00Z"
2013,5,8,NA,"1100",NA,NA,1245,NA,"MQ",4471,"N717MQ","LGA","RDU",NA,431,11,0,"2013-05-08T15:00:00Z"
2013,2,6,1317,"1320",-3,1624,1650,-26,"VX",411,"N640VA","JFK","LAX",346,2475,13,20,"2013-02-06T18:00:00Z"
2013,3,3,846,"835",11,1142,1134,8,"B6",517,"N531JB","EWR","MCO",136,937,8,35,"2013-03-03T13:00:00Z"
2013,8,20,753,"745",8,845,855,-10,"B6",1818,"N503JB","JFK","BOS",32,187,7,45,"2013-08-20T11:00:00Z"
2013,7,30,2013,"1955",18,2209,2145,24,"MQ",3573,"N722MQ","LGA","CMH",72,479,19,55,"2013-07-30T23:00:00Z"
2013,7,18,643,"646",-3,836,908,-32,"UA",492,"N553UA","EWR","LAS",268,2227,6,46,"2013-07-18T10:00:00Z"
2013,9,30,948,"950",-2,1303,1310,-7,"AA",1160,"N3EYAA","LGA","MIA",143,1096,9,50,"2013-09-30T13:00:00Z"
2013,10,27,1557,"1549",8,1717,1726,-9,"9E",3459,"N920XJ","JFK","BNA",105,765,15,49,"2013-10-27T19:00:00Z"
2013,12,13,743,"745",-2,1036,1040,-4,"MQ",3066,"N527MQ","JFK","TPA",138,1005,7,45,"2013-12-13T12:00:00Z"
2013,6,23,1438,"1430",8,1631,1627,4,"EV",4111,"N12157","EWR","CHS",99,628,14,30,"2013-06-23T18:00:00Z"
2013,10,15,725,"729",-4,922,957,-35,"UA",1548,"N27724","EWR","MSY",159,1167,7,29,"2013-10-15T11:00:00Z"
2013,6,4,1053,"1055",-2,1400,1400,0,"UA",1493,"N77530","EWR","LAX",345,2454,10,55,"2013-06-04T14:00:00Z"
2013,12,3,1507,"1429",38,1831,1737,54,"B6",301,"N589JB","JFK","FLL",161,1069,14,29,"2013-12-03T19:00:00Z"
2013,12,6,1823,"1829",-6,2023,2033,-10,"US",1751,"N197UW","EWR","CLT",90,529,18,29,"2013-12-06T23:00:00Z"
2013,1,1,1649,"1639",10,1937,1911,26,"EV",4705,"N14960","EWR","ATL",139,746,16,39,"2013-01-01T21:00:00Z"
2013,10,9,2040,"1950",50,2219,2140,39,"MQ",3573,"N832MQ","LGA","CMH",69,479,19,50,"2013-10-09T23:00:00Z"
2013,5,11,2302,"2245",17,19,2,17,"B6",608,"N283JB","JFK","PWM",50,273,22,45,"2013-05-12T02:00:00Z"
2013,8,19,1846,"1855",-9,2148,2205,-17,"VX",169,"N524VA","EWR","LAX",316,2454,18,55,"2013-08-19T22:00:00Z"
2013,1,24,2136,"2100",36,2242,2211,31,"US",2191,"N725UW","LGA","DCA",42,214,21,0,"2013-01-25T02:00:00Z"
2013,5,12,1443,"1445",-2,1728,1802,-34,"DL",127,"N727TW","JFK","LAX",312,2475,14,45,"2013-05-12T18:00:00Z"
2013,5,13,1333,"1329",4,1623,1618,5,"UA",1122,"N37263","EWR","PBI",147,1023,13,29,"2013-05-13T17:00:00Z"
2013,7,1,1155,"1030",85,1350,1243,67,"EV",5806,"N14174","EWR","OMA",149,1134,10,30,"2013-07-01T14:00:00Z"
2013,7,10,642,"645",-3,916,934,-18,"UA",1627,"N33266","EWR","PBI",132,1023,6,45,"2013-07-10T10:00:00Z"
2013,5,13,1736,"1729",7,2027,2110,-43,"VX",193,"N632VA","EWR","SFO",325,2565,17,29,"2013-05-13T21:00:00Z"
2013,9,5,2125,"2140",-15,2220,2250,-30,"MQ",3660,"N0EGMQ","LGA","BNA",99,764,21,40,"2013-09-06T01:00:00Z"
2013,11,3,734,"736",-2,901,920,-19,"B6",885,"N206JB","JFK","RDU",67,427,7,36,"2013-11-03T12:00:00Z"
2013,1,14,521,"525",-4,831,820,11,"UA",1497,"N75435","EWR","IAH",231,1400,5,25,"2013-01-14T10:00:00Z"
2013,2,14,1251,"1248",3,1601,1538,23,"B6",991,"N779JB","JFK","PBI",170,1028,12,48,"2013-02-14T17:00:00Z"
2013,7,18,1130,"1125",5,1421,1440,-19,"AA",2099,"N3EGAA","LGA","MIA",147,1096,11,25,"2013-07-18T15:00:00Z"
2013,6,30,1352,"1355",-3,1706,1550,76,"MQ",3567,"N514MQ","LGA","CLT",85,544,13,55,"2013-06-30T17:00:00Z"
2013,5,2,1847,"1845",2,2129,2156,-27,"DL",2391,"N929DL","JFK","TPA",144,1005,18,45,"2013-05-02T22:00:00Z"
2013,2,6,1242,"1300",-18,1346,1406,-20,"9E",3638,"N8794B","JFK","PHL",26,94,13,0,"2013-02-06T18:00:00Z"
2013,11,19,934,"940",-6,1115,1120,-5,"AA",317,"N478AA","LGA","ORD",119,733,9,40,"2013-11-19T14:00:00Z"
2013,2,14,1638,"1640",-2,1955,1942,13,"B6",143,"N562JB","JFK","PBI",175,1028,16,40,"2013-02-14T21:00:00Z"
2013,12,24,1140,"1145",-5,1250,1325,-35,"AA",327,"N456AA","LGA","ORD",112,733,11,45,"2013-12-24T16:00:00Z"
2013,10,23,1310,"1310",0,1605,1530,35,"FL",348,"N949AT","LGA","ATL",126,762,13,10,"2013-10-23T17:00:00Z"
2013,5,11,1436,"1445",-9,1641,1647,-6,"DL",1231,"N335NB","LGA","DTW",86,502,14,45,"2013-05-11T18:00:00Z"
2013,2,11,NA,"1535",NA,NA,1743,NA,"EV",4352,"N16961","EWR","CVG",NA,569,15,35,"2013-02-11T20:00:00Z"
2013,5,7,1950,"2000",-10,2052,2113,-21,"EV",4312,"N14916","EWR","DCA",37,199,20,0,"2013-05-08T00:00:00Z"
2013,9,11,632,"639",-7,825,850,-25,"EV",4258,"N14203","EWR","CLT",78,529,6,39,"2013-09-11T10:00:00Z"
2013,2,8,NA,"1705",NA,NA,2010,NA,"AA",1905,"N518AA","EWR","DFW",NA,1372,17,5,"2013-02-08T22:00:00Z"
2013,8,6,1027,"1030",-3,1316,1325,-9,"AA",19,"N338AA","JFK","LAX",324,2475,10,30,"2013-08-06T14:00:00Z"
2013,8,29,2031,"2005",26,2156,2149,7,"B6",105,"N643JB","JFK","ORD",110,740,20,5,"2013-08-30T00:00:00Z"
2013,3,15,822,"810",12,1111,1123,-12,"DL",1271,"N318US","JFK","FLL",151,1069,8,10,"2013-03-15T12:00:00Z"
2013,12,2,1154,"1047",67,1511,1353,78,"B6",971,"N535JB","LGA","FLL",164,1076,10,47,"2013-12-02T15:00:00Z"
2013,6,24,1840,"1705",95,2026,1910,76,"AA",1711,"N3JJAA","JFK","ORD",113,740,17,5,"2013-06-24T21:00:00Z"
2013,4,11,2022,"2000",22,2156,2119,37,"US",2189,"N745VJ","LGA","DCA",50,214,20,0,"2013-04-12T00:00:00Z"
2013,3,14,1117,"1047",30,1347,1340,7,"UA",602,"N676UA","EWR","IAH",191,1400,10,47,"2013-03-14T14:00:00Z"
2013,7,29,1935,"1930",5,2041,2051,-10,"EV",5769,"N828AS","LGA","IAD",49,229,19,30,"2013-07-29T23:00:00Z"
2013,9,7,935,"945",-10,1131,1210,-39,"DL",2457,"N322NB","LGA","MSY",140,1183,9,45,"2013-09-07T13:00:00Z"
2013,1,10,921,"930",-9,1050,1103,-13,"9E",3661,"N8623A","JFK","ROC",56,264,9,30,"2013-01-10T14:00:00Z"
2013,12,29,1322,"1326",-4,1414,1430,-16,"EV",3813,"N14558","EWR","MHT",32,209,13,26,"2013-12-29T18:00:00Z"
2013,10,25,1929,"1900",29,2132,2025,67,"WN",490,"N720WN","LGA","MKE",115,738,19,0,"2013-10-25T23:00:00Z"
2013,11,5,1503,"1505",-2,1800,1810,-10,"AA",1155,"N3HAAA","LGA","DFW",209,1389,15,5,"2013-11-05T20:00:00Z"
2013,2,5,2027,"2030",-3,2335,2337,-2,"UA",489,"N844UA","EWR","PBI",153,1023,20,30,"2013-02-06T01:00:00Z"
2013,8,18,606,"611",-5,902,914,-12,"UA",465,"N813UA","EWR","RSW",160,1068,6,11,"2013-08-18T10:00:00Z"
2013,4,7,1853,"1859",-6,2224,2230,-6,"B6",87,"N571JB","JFK","SLC",290,1990,18,59,"2013-04-07T22:00:00Z"
2013,5,9,809,"810",-1,1020,1027,-7,"9E",3538,"N928XJ","JFK","MSP",143,1029,8,10,"2013-05-09T12:00:00Z"
2013,5,25,1802,"1745",17,2029,2045,-16,"DL",2370,"N376NW","LGA","PBI",129,1035,17,45,"2013-05-25T21:00:00Z"
2013,4,16,845,"847",-2,1124,1054,30,"EV",4548,"N11106","EWR","MCI",177,1092,8,47,"2013-04-16T12:00:00Z"
2013,1,27,1605,"1550",15,2031,2050,-19,"AA",1635,"N5DPAA","JFK","SJU",189,1598,15,50,"2013-01-27T20:00:00Z"
2013,12,14,NA,"1110",NA,NA,1326,NA,"EV",4445,"N13538","EWR","IND",NA,645,11,10,"2013-12-14T16:00:00Z"
2013,7,6,2122,"2129",-7,2305,2328,-23,"EV",4700,"N12922","EWR","CLT",79,529,21,29,"2013-07-07T01:00:00Z"
2013,2,21,1838,"1835",3,2222,2157,25,"UA",1284,"N23707","EWR","AUS",251,1504,18,35,"2013-02-21T23:00:00Z"
2013,4,18,1142,"1035",67,1506,1408,58,"B6",641,"N706JB","JFK","SFO",363,2586,10,35,"2013-04-18T14:00:00Z"
2013,3,26,2058,"2105",-7,2206,2217,-11,"EV",4119,"N14570","EWR","RIC",48,277,21,5,"2013-03-27T01:00:00Z"
2013,8,29,1449,"1430",19,1736,1735,1,"B6",301,"N705JB","JFK","FLL",140,1069,14,30,"2013-08-29T18:00:00Z"
2013,11,2,801,"759",2,1105,1059,6,"UA",1152,"N73275","EWR","PDX",342,2434,7,59,"2013-11-02T11:00:00Z"
2013,2,27,2120,"2045",35,5,2357,8,"B6",677,"N658JB","JFK","LAX",314,2475,20,45,"2013-02-28T01:00:00Z"
2013,8,21,738,"740",-2,900,909,-9,"UA",759,"N438UA","EWR","ORD",102,719,7,40,"2013-08-21T11:00:00Z"
2013,4,18,705,"710",-5,806,840,-34,"WN",1171,"N456WN","EWR","BNA",102,748,7,10,"2013-04-18T11:00:00Z"
2013,12,14,1237,"1237",0,1605,1540,25,"UA",701,"N401UA","EWR","IAH",222,1400,12,37,"2013-12-14T17:00:00Z"
2013,5,25,1315,"1245",30,1425,1354,31,"B6",658,"N197JB","JFK","SYR",47,209,12,45,"2013-05-25T16:00:00Z"
2013,10,15,1524,"1530",-6,1739,1747,-8,"DL",1942,"N353NW","EWR","ATL",103,746,15,30,"2013-10-15T19:00:00Z"
2013,9,6,1505,"1515",-10,1732,1810,-38,"AA",320,"N566AA","EWR","DFW",172,1372,15,15,"2013-09-06T19:00:00Z"
2013,6,19,902,"900",2,1151,1156,-5,"UA",732,"N581UA","EWR","LAX",308,2454,9,0,"2013-06-19T13:00:00Z"
2013,8,9,802,"804",-2,1012,958,14,"EV",4691,"N13949","EWR","DAY",92,533,8,4,"2013-08-09T12:00:00Z"
2013,8,28,NA,"1950",NA,NA,2140,NA,"MQ",3573,"N735MQ","LGA","CMH",NA,479,19,50,"2013-08-28T23:00:00Z"
2013,9,29,1445,"1445",0,1558,1626,-28,"9E",3318,"N928XJ","JFK","BUF",54,301,14,45,"2013-09-29T18:00:00Z"
2013,3,20,1016,"900",76,1222,1120,62,"EV",4689,"N12136","EWR","MCI",167,1092,9,0,"2013-03-20T13:00:00Z"
2013,7,28,1853,"1825",28,2133,2126,7,"DL",2370,"N3762Y","LGA","PBI",141,1035,18,25,"2013-07-28T22:00:00Z"
2013,10,25,2247,"2255",-8,2400,2358,2,"B6",718,"N663JB","JFK","BOS",40,187,22,55,"2013-10-26T02:00:00Z"
2013,3,29,1124,"1050",34,1320,1250,30,"MQ",4589,"N528MQ","LGA","DTW",79,502,10,50,"2013-03-29T14:00:00Z"
2013,11,15,1806,"1804",2,2122,2130,-8,"UA",1022,"N76288","EWR","LAX",348,2454,18,4,"2013-11-15T23:00:00Z"
2013,12,10,944,"905",39,1221,1115,66,"DL",181,"N359NW","LGA","DTW",92,502,9,5,"2013-12-10T14:00:00Z"
2013,11,1,1809,"1815",-6,2127,2135,-8,"AA",1611,"N3CWAA","LGA","MIA",165,1096,18,15,"2013-11-01T22:00:00Z"
2013,4,29,1556,"1559",-3,1805,1814,-9,"MQ",3985,"N612MQ","JFK","CVG",96,589,15,59,"2013-04-29T19:00:00Z"
2013,1,7,1924,"1930",-6,2229,2243,-14,"DL",1435,"N945DL","LGA","TPA",149,1010,19,30,"2013-01-08T00:00:00Z"
2013,4,15,1302,"1308",-6,1506,1520,-14,"EV",5148,"N608QX","LGA","CVG",99,585,13,8,"2013-04-15T17:00:00Z"
2013,8,19,1439,"1429",10,1825,1830,-5,"B6",703,"N637JB","JFK","SJU",205,1598,14,29,"2013-08-19T18:00:00Z"
2013,7,14,1828,"1820",8,2115,2141,-26,"DL",83,"N953DL","JFK","MIA",134,1089,18,20,"2013-07-14T22:00:00Z"
2013,7,11,1158,"1200",-2,1306,1310,-4,"WN",654,"N233LV","EWR","MDW",107,711,12,0,"2013-07-11T16:00:00Z"
2013,9,30,1903,"1905",-2,2044,2101,-17,"DL",1473,"N364NB","LGA","MEM",126,963,19,5,"2013-09-30T23:00:00Z"
2013,3,6,1810,"1700",70,2011,1925,46,"DL",2042,"N916DL","EWR","ATL",96,746,17,0,"2013-03-06T22:00:00Z"
2013,12,6,2035,"2025",10,2329,2258,31,"DL",436,"N3764D","JFK","DEN",256,1626,20,25,"2013-12-07T01:00:00Z"
2013,2,22,1658,"1700",-2,1938,1935,3,"DL",2042,"N309DE","EWR","ATL",127,746,17,0,"2013-02-22T22:00:00Z"
2013,7,10,1620,"1545",35,NA,1710,NA,"MQ",3694,"N531MQ","EWR","ORD",NA,719,15,45,"2013-07-10T19:00:00Z"
2013,2,28,556,"600",-4,657,730,-33,"WN",815,"N725SW","EWR","MDW",105,711,6,0,"2013-02-28T11:00:00Z"
2013,10,29,856,"900",-4,1122,1144,-22,"DL",1747,"N980DL","LGA","ATL",111,762,9,0,"2013-10-29T13:00:00Z"
2013,3,4,2052,"2100",-8,2248,2250,-2,"MQ",4584,"N511MQ","LGA","CLT",80,544,21,0,"2013-03-05T02:00:00Z"
2013,8,21,1252,"1300",-8,1347,1409,-22,"US",2148,"N947UW","LGA","BOS",34,184,13,0,"2013-08-21T17:00:00Z"
2013,5,14,2041,"2045",-4,2303,2313,-10,"EV",4645,"N25134","EWR","JAX",111,820,20,45,"2013-05-15T00:00:00Z"
2013,10,15,859,"843",16,955,957,-2,"UA",994,"N815UA","EWR","BOS",38,200,8,43,"2013-10-15T12:00:00Z"
2013,1,15,1817,"1819",-2,1930,1932,-2,"EV",4520,"N17159","EWR","PWM",44,284,18,19,"2013-01-15T23:00:00Z"
2013,8,9,857,"900",-3,1144,1153,-9,"DL",120,"N709TW","JFK","LAX",328,2475,9,0,"2013-08-09T13:00:00Z"
2013,8,1,1610,"1529",41,1831,1736,55,"UA",485,"N558UA","EWR","DEN",222,1605,15,29,"2013-08-01T19:00:00Z"
2013,10,17,1924,"1930",-6,2216,2250,-34,"AA",235,"N3HVAA","JFK","SEA",312,2422,19,30,"2013-10-17T23:00:00Z"
2013,3,29,1426,"1422",4,1710,1715,-5,"UA",1166,"N19130","EWR","TPA",142,997,14,22,"2013-03-29T18:00:00Z"
2013,10,27,619,"625",-6,754,800,-6,"EV",5951,"N15983","EWR","CLE",67,404,6,25,"2013-10-27T10:00:00Z"
2013,4,29,1654,"1700",-6,1815,1850,-35,"AA",345,"N595AA","LGA","ORD",110,733,17,0,"2013-04-29T21:00:00Z"
2013,4,4,1241,"1240",1,1433,1434,-1,"DL",1544,"N935DL","EWR","DTW",95,488,12,40,"2013-04-04T16:00:00Z"
2013,8,16,2240,"2245",-5,2348,1,-13,"B6",234,"N304JB","JFK","BTV",48,266,22,45,"2013-08-17T02:00:00Z"
2013,5,23,1805,"1455",190,2205,1753,252,"UA",572,"N403UA","LGA","IAH",209,1416,14,55,"2013-05-23T18:00:00Z"
2013,1,28,1044,"1050",-6,1304,1250,14,"MQ",4589,"N3AEMQ","LGA","DTW",94,502,10,50,"2013-01-28T15:00:00Z"
2013,5,15,2141,"2001",100,48,2320,88,"VX",415,"N624VA","JFK","LAX",332,2475,20,1,"2013-05-16T00:00:00Z"
2013,8,25,1817,"1824",-7,2033,2129,-56,"B6",1013,"N760JB","JFK","LGB",300,2465,18,24,"2013-08-25T22:00:00Z"
2013,12,2,2052,"2048",4,2305,2319,-14,"EV",4512,"N11106","EWR","MSY",171,1167,20,48,"2013-12-03T01:00:00Z"
2013,1,25,555,"601",-6,739,725,14,"EV",4708,"N14972","EWR","MKE",130,725,6,1,"2013-01-25T11:00:00Z"
2013,8,24,1935,"1930",5,2210,2250,-40,"UA",1439,"N38446","EWR","LAX",309,2454,19,30,"2013-08-24T23:00:00Z"
2013,7,22,725,"725",0,1007,1010,-3,"AA",1815,"N3BYAA","JFK","MCO",130,944,7,25,"2013-07-22T11:00:00Z"
2013,6,1,555,"605",-10,838,910,-32,"AA",1837,"N3BPAA","LGA","MIA",142,1096,6,5,"2013-06-01T10:00:00Z"
2013,11,30,1752,"1745",7,1905,1920,-15,"EV",4191,"N13202","EWR","BNA",110,748,17,45,"2013-11-30T22:00:00Z"
2013,2,26,1720,"1725",-5,1842,1855,-13,"MQ",4255,"N628MQ","JFK","BNA",121,765,17,25,"2013-02-26T22:00:00Z"
2013,9,7,1757,"1800",-3,2002,2030,-28,"DL",61,"N912DL","LGA","ATL",102,762,18,0,"2013-09-07T22:00:00Z"
2013,10,21,1123,"1125",-2,1356,1425,-29,"UA",398,"N554UA","JFK","LAX",311,2475,11,25,"2013-10-21T15:00:00Z"
2013,1,28,1526,"1504",22,1654,1640,14,"EV",4125,"N16918","EWR","RDU",67,416,15,4,"2013-01-28T20:00:00Z"
2013,8,25,1539,"1545",-6,1712,1733,-21,"EV",4701,"N12160","EWR","CMH",65,463,15,45,"2013-08-25T19:00:00Z"
2013,2,28,2152,"2155",-3,48,48,0,"B6",515,"N337JB","EWR","FLL",158,1065,21,55,"2013-03-01T02:00:00Z"
2013,9,25,2001,"1935",26,2139,2159,-20,"9E",3470,"N936XJ","JFK","CVG",82,589,19,35,"2013-09-25T23:00:00Z"
2013,2,11,1711,"1605",66,2026,1944,42,"DL",1508,"N912DE","JFK","RSW",169,1074,16,5,"2013-02-11T21:00:00Z"
2013,1,7,1922,"1900",22,2222,2238,-16,"DL",87,"N717TW","JFK","LAX",332,2475,19,0,"2013-01-08T00:00:00Z"
2013,1,19,2359,"2359",0,437,444,-7,"B6",739,"N658JB","JFK","PSE",203,1617,23,59,"2013-01-20T04:00:00Z"
2013,8,25,1623,"1625",-2,1810,1839,-29,"9E",3372,"N920XJ","JFK","RDU",66,427,16,25,"2013-08-25T20:00:00Z"
2013,3,24,1115,"1120",-5,1448,1422,26,"B6",1,"N662JB","JFK","FLL",167,1069,11,20,"2013-03-24T15:00:00Z"
2013,9,28,1544,"1441",63,1747,1658,49,"UA",1107,"N77261","EWR","DEN",220,1605,14,41,"2013-09-28T18:00:00Z"
2013,7,11,955,"959",-4,1208,1207,1,"EV",4495,"N11106","EWR","SAV",102,708,9,59,"2013-07-11T13:00:00Z"
2013,3,31,2000,"2005",-5,2105,2109,-4,"EV",4566,"N13553","EWR","ALB",32,143,20,5,"2013-04-01T00:00:00Z"
2013,12,3,1223,"1229",-6,1324,1335,-11,"UA",551,"N467UA","EWR","BOS",37,200,12,29,"2013-12-03T17:00:00Z"
2013,1,26,857,"858",-1,1202,1210,-8,"UA",714,"N433UA","EWR","MIA",155,1085,8,58,"2013-01-26T13:00:00Z"
2013,8,16,1527,"1530",-3,1820,1850,-30,"DL",95,"N197DN","JFK","LAX",317,2475,15,30,"2013-08-16T19:00:00Z"
2013,11,11,1020,"1023",-3,1200,1218,-18,"US",1745,"N172US","EWR","CLT",84,529,10,23,"2013-11-11T15:00:00Z"
2013,1,23,1657,"1655",2,2023,2035,-12,"VX",413,"N640VA","JFK","LAX",358,2475,16,55,"2013-01-23T21:00:00Z"
2013,1,23,1142,"1145",-3,1324,1321,3,"FL",353,"N951AT","LGA","CAK",72,397,11,45,"2013-01-23T16:00:00Z"
2013,10,29,1706,"1650",16,1914,1921,-7,"9E",3448,"N601LR","JFK","CVG",99,589,16,50,"2013-10-29T20:00:00Z"
2013,7,2,558,"600",-2,752,751,1,"EV",5068,"N695CA","EWR","DTW",94,488,6,0,"2013-07-02T10:00:00Z"
2013,6,1,1657,"1705",-8,1847,1911,-24,"US",894,"N197UW","LGA","CLT",79,544,17,5,"2013-06-01T21:00:00Z"
2013,5,20,2024,"2025",-1,2305,2333,-28,"UA",771,"N557UA","JFK","LAX",309,2475,20,25,"2013-05-21T00:00:00Z"
2013,8,7,1132,"1136",-4,1326,1338,-12,"YV",2729,"N902FJ","LGA","CLT",79,544,11,36,"2013-08-07T15:00:00Z"
2013,5,16,1411,"1415",-4,1547,1555,-8,"AA",337,"N573AA","LGA","ORD",113,733,14,15,"2013-05-16T18:00:00Z"
2013,1,28,1800,"1805",-5,1946,1955,-9,"MQ",4626,"N514MQ","LGA","CMH",76,479,18,5,"2013-01-28T23:00:00Z"
2013,8,24,1055,"1055",0,1441,1445,-4,"B6",403,"N621JB","JFK","SJU",201,1598,10,55,"2013-08-24T14:00:00Z"
2013,9,2,754,"800",-6,924,933,-9,"UA",544,"N809UA","LGA","ORD",110,733,8,0,"2013-09-02T12:00:00Z"
2013,9,3,1941,"1945",-4,2110,2106,4,"9E",3864,"N8409N","JFK","PHL",26,94,19,45,"2013-09-03T23:00:00Z"
2013,11,21,1222,"1224",-2,1415,1425,-10,"EV",3848,"N13965","EWR","CLT",91,529,12,24,"2013-11-21T17:00:00Z"
2013,8,16,1809,"1810",-1,1936,2005,-29,"UA",1053,"N37267","EWR","CLE",61,404,18,10,"2013-08-16T22:00:00Z"
2013,12,17,NA,"1355",NA,NA,1550,NA,"MQ",3340,"N1EAMQ","LGA","DTW",NA,502,13,55,"2013-12-17T18:00:00Z"
2013,8,13,705,"708",-3,820,826,-6,"UA",1516,"N34460","EWR","BOS",43,200,7,8,"2013-08-13T11:00:00Z"
2013,2,5,1955,"2000",-5,2311,2319,-8,"UA",1741,"N33292","EWR","MIA",167,1085,20,0,"2013-02-06T01:00:00Z"
2013,6,28,856,"850",6,1023,1030,-7,"AA",313,"N481AA","LGA","ORD",106,733,8,50,"2013-06-28T12:00:00Z"
